bug_id,title,type,project,clean_title
806460,NS_ERROR_ILLEGAL_VALUE in nsINavBookmarksService.insertBookmark while inserting query,defect,Mozilla Firefox,nserrorillegalvalue nsinavbookmarksserviceinsertbookmark inserting query
883595,Extend Sync error bar duration,defect,Mozilla Firefox,extend sync error bar duration
970084,Update object format docs for Sync 1.5,defect,Mozilla Firefox,update object format doc sync
1460426,Add PROCESS_MITIGATION_IMAGE_LOAD_POLICY to bootstrap process,enhancement,Mozilla Firefox,add processmitigationimageloadpolicy bootstrap process
1460433,Implement failure logging for bootstrap process,enhancement,Mozilla Firefox,implement failure logging bootstrap process
1460995,Bootstrap process: CreateProcess call failing on Windows 7,enhancement,Mozilla Firefox,bootstrap process createprocess call failing window
1460996,Bootstrap process should always convert argv[0] to absolute path,defect,Mozilla Firefox,bootstrap process always convert argv absolute path
1462187,Bootstrap process using incorrect version for PreferSystem32 mitigation policy,enhancement,Mozilla Firefox,bootstrap process using incorrect version prefersystem mitigation policy
1475067,Bootstrap process: Faster processing of UNICODE_STRINGs in blocklist,enhancement,Mozilla Firefox,bootstrap process faster processing unicodestrings blocklist
1477790,Add the ability for firefox.exe to use the launcher process by default,enhancement,Mozilla Firefox,add ability firefoxexe use launcher process default
1479057,Launcher process: Improved sanity checks in nt::PEHeaders,enhancement,Mozilla Firefox,launcher process improved sanity check ntpeheaders
1481635,Launcher process improvements for automation and UAC-disabled configurations,enhancement,Mozilla Firefox,launcher process improvement automation uacdisabled configuration
1481958,Add binary version checking to TestNativeNt,enhancement,Mozilla Firefox,add binary version checking testnativent
1482219,Fix clang-cl warnings in NativeNt.h,enhancement,Mozilla Firefox,fix clangcl warning nativenth
1486901,Browser restarts should use launcher process when --enable-launcher-process is set,enhancement,Mozilla Firefox,browser restarts use launcher process enablelauncherprocess set
1488546,Skip safe mode keypress checks in launcher process,enhancement,Mozilla Firefox,skip safe mode keypress check launcher process
1488554,Enable the launcher process by default on Nightly,enhancement,Mozilla Firefox,enable launcher process default nightly
1488625,Launcher process ignoring --no-deelevate when UAC disabled,defect,Mozilla Firefox,launcher process ignoring nodeelevate uac disabled
1488627,PGO broken when launcher process is enabled by default,defect,Mozilla Firefox,pgo broken launcher process enabled default
1488872,Launcher process: Treat --marionette as implicit --wait-for-browser,enhancement,Mozilla Firefox,launcher process treat marionette implicit waitforbrowser
1493845,Launcher process: Disable cross-process DLL blocklist in ASAN builds,enhancement,Mozilla Firefox,launcher process disable crossprocess dll blocklist asan build
1495049,Launcher process: Treat headless mode as implicit --wait-for-browser,enhancement,Mozilla Firefox,launcher process treat headless mode implicit waitforbrowser
1504247,Define a high-resolution page load time histogram,defect,Mozilla Firefox,define highresolution page load time histogram
1511078,Temporary mechanism for runtime disabling of launcher process,defect,Mozilla Firefox,temporary mechanism runtime disabling launcher process
1520617,LauncherRegistryInfo::ClearStartTimestamps should only block resetting when force-disabled,enhancement,Mozilla Firefox,launcherregistryinfoclearstarttimestamps block resetting forcedisabled
1529429,Tie launcher process enablement to SHIELD pref on Nightly,enhancement,Mozilla Firefox,tie launcher process enablement shield pref nightly
1530539,Set --enable-launcher-process to default to on past Nightly,enhancement,Mozilla Firefox,set enablelauncherprocess default past nightly
1530809,LaunchUnelevated should use ProcessRuntime to start COM instaed of STARegion,enhancement,Mozilla Firefox,launchunelevated use processruntime start com instaed staregion
1531902,Launcher process should remain fully enabled on Beta,enhancement,Mozilla Firefox,launcher process remain fully enabled beta
1532562,Inconsistent launcher process status between about:support and telemetry,defect,Mozilla Firefox,inconsistent launcher process status aboutsupport telemetry
1536312,Intermittent browser/components/customizableui/test/browser_884402_customize_from_overflow.js | Uncaught exception - undefined - timed out after 50 tries.,defect,Mozilla Firefox,intermittent browsercomponentscustomizableuitestbrowsercustomizefromoverflowjs uncaught exception undefined timed try
1543256,Add a command-line flag to force-enable the launcher process,task,Mozilla Firefox,add commandline flag forceenable launcher process
1543807,Launcher process should no longer depend on studies as of 68,enhancement,Mozilla Firefox,launcher process longer depend study
1548324,Launcher process: Improved -force-launcher implementation,task,Mozilla Firefox,launcher process improved forcelauncher implementation
1558561,Launcher Process needs to set length in RTL_OSVERSIONINFOW before calling RtlGetVersion,defect,Mozilla Firefox,launcher process need set length rtlosversioninfow calling rtlgetversion
1561901,Implement smart highlighting for search suggestions,enhancement,Mozilla Firefox,implement smart highlighting search suggestion
1564538,Launcher process: Disable compiler emission of memset/memcpy calls in DllBlocklistWin.cpp,task,Mozilla Firefox,launcher process disable compiler emission memsetmemcpy call dllblocklistwincpp
1568553,Evaluate use of interstitial when clicking Send/Monitor buttons in FxA toolbar menu,enhancement,Mozilla Firefox,evaluate use interstitial clicking sendmonitor button fxa toolbar menu
1573581,Add pref for megabar design update,task,Mozilla Firefox,add pref megabar design update
1575010,Pad megabar panel with horizontal space,enhancement,Mozilla Firefox,pad megabar panel horizontal space
1575360,Add shadow effect to megabar when it's open,enhancement,Mozilla Firefox,add shadow effect megabar open
1575651,Improve megabar behaviour when ui.popup.disable_autohide is enabled,defect,Mozilla Firefox,improve megabar behaviour uipopupdisableautohide enabled
1577000,Fix Megabar breakout width on window resize,defect,Mozilla Firefox,fix megabar breakout width window resize
1579004,Clicking empty parts of the toolbar should shrink the megabar,enhancement,Mozilla Firefox,clicking empty part toolbar shrink megabar
1583993,Expanded megabar stays open after switching out of the Firefox window,defect,Mozilla Firefox,expanded megabar stay open switching firefox window
1584273,Disable the megabar animation when prefers-reduced-motion is true,enhancement,Mozilla Firefox,disable megabar animation prefersreducedmotion true
1585458,[Megabar] The Focused & Collapsed state uses the wrong border on macOS,defect,Mozilla Firefox,megabar focused collapsed state us wrong border macos
1586026,Megabar should always expand on new tab opens,defect,Mozilla Firefox,megabar always expand new tab open
1589696,Restore end padding to TIP results,defect,Mozilla Firefox,restore end padding tip result
1593659,Put the search button behind a pref,task,Mozilla Firefox,put search button behind pref
1593661,Extend the megabar expanded status by 2px,task,Mozilla Firefox,extend megabar expanded status px
1593664,Evaluate increasing font size on expanded state,task,Mozilla Firefox,evaluate increasing font size expanded state
1593825,Implement badged favicons,task,Mozilla Firefox,implement badged favicons
1597698,"move all megabar related prefs (stripHttps, searchIcon, ...) prefs under a common branch",task,Mozilla Firefox,move megabar related prefs striphttps searchicon prefs common branch
1599123,"Rename instances of ""search icon"" to ""search button""",task,Mozilla Firefox,rename instance search icon search button
1604932,Implement a Top Sites provider,enhancement,Mozilla Firefox,implement top site provider
1609699,Rename browser.urlbar.searchTips pref to browser.urlbar.update1.searchTips,defect,Mozilla Firefox,rename browserurlbarsearchtips pref browserurlbarupdatesearchtips
1610271,"A promise chain failed to handle a rejection: can't access property ""updateCount"", updateManager is undefined - stack: lastBrowserUpdateDate@resource:///modules/UrlbarProviderSearchTips.jsm:415:7",defect,Mozilla Firefox,promise chain failed handle rejection cant access property updatecount updatemanager undefined stack lastbrowserupdatedateresourcemodulesurlbarprovidersearchtipsjsm
1613048,Support browser.newtabpage.activity-stream.asrouter.userprefs.cfr.features pref for Search Tips,enhancement,Mozilla Firefox,support browsernewtabpageactivitystreamasrouteruserprefscfrfeatures pref search tip
1613603,Add a localized alt attribute to the Interventions icon,task,Mozilla Firefox,add localized alt attribute intervention icon
1613699,Rename browser.urlbar.update1.expandTextOnFocus pref to ...update2...,task,Mozilla Firefox,rename browserurlbarupdateexpandtextonfocus pref update
1613855,Set separate limits for the redirect and onboarding Search Tips,enhancement,Mozilla Firefox,set separate limit redirect onboarding search tip
1613869,Enable urlbar.update1.* prefs on early Beta,task,Mozilla Firefox,enable urlbarupdate prefs early beta
1614651,Add hidden pref to disable restrictions on Search Tips to help with testing,enhancement,Mozilla Firefox,add hidden pref disable restriction search tip help testing
